Name,Grade,Scale,Universe,JAPCODE,Series,Release_date,Cost(yen)
SD Master Dai Shougun ,Super Deformed,No Scale,SD Sengokuden,4902425481395,SD Sengokuden,08/01/1995,¥1080
XXXG-01S Shenlong Gundam ,Super Deformed,No Scale,Super Deformed,4902425481401,G-Vehicle SD Daisenkan-hen,08/01/1995,¥800
SD Blade Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425481432,SD Sengokuden,09/01/1995,¥540
1/60 Wing Gundam 0 ,No Grade,1/60,After Colony,4902425482873,New Mobile Report Gundam Wing,10/1/1995,¥3780
HG 1/100 XXXG-00W0 Wing Gundam Zero ,High Grade,1/100,After Colony,4902425482880,New Mobile Report Gundam Wing,10/1/1995,¥1620
OZ-13MS Gundam Epyon  ,No Grade,1/144,After Colony,4902425482897,New Mobile Report Gundam Wing,10/1/1995,¥540
MG MS-06S Char's Zaku II ,Master Grade,1/100,Universal Century,4902425482903,Mobile Suit Gundam,11/1/1995,¥2700
SD Bird Gundam ,Super Deformed,No Scale,SD Sengokuden,4902425482910,SD Sengokuden,09/01/1995,¥540
XXXG-00W0 Wing Gundam Zero ,Super Deformed,No Scale,Super Deformed,4902425482927,G-Vehicle SD Daisenkan-hen,10/1/1995,¥864
MG MS-06F/J Zaku II ,Master Grade,1/100,Universal Century,4902425485171,Mobile Suit Gundam,11/1/1995,¥2700
HG 1/100 OZ-13MS Gundam Epyon ,No Grade,1/100,After Colony,4902425488158,New Mobile Report Gundam Wing,11/1/1995,¥1620
OZ-13MS Gundam Epyon ,Super Deformed,No Scale,Super Deformed,4902425488165,G-Vehicle SD Daisenkan-hen,11/1/1995,¥800
XXXG-01S2 Altron Gundam  ,No Grade,1/144,After Colony,4902425488172,New Mobile Report Gundam Wing,12/1/1995,¥756
Tekki Musha Bakushinmaru ,Super Deformed,No Scale,Super Deformed,4902425488189,Shin SD Sangokuden Bujin Kira Hagane,12/1/1995,¥1080
XXXG-01D2 Gundam Deathscythe Hell  ,No Grade,1/144,After Colony,4902425494074,New Mobile Report Gundam Wing,01/01/1996,¥756
Rairyu Gundam ,Super Deformed,No Scale,N/A,4902425495118,Shin SD Sangokuden Bujin Kira Hagane,01/01/1996,¥540
HG 1/100 XXXG-01S2 Altron Gundam ,High Grade,1/100,After Colony,4902425495125,New Mobile Report Gundam Wing,02/01/1996,¥1944
HG 1/100 XXXG-01D2 Gundam Deathscythe Hell ,High Grade,1/100,After Colony,4902425495132,New Mobile Report Gundam Wing,02/01/1996,¥1944
Tenrei Gundam ,Super Deformed,No Scale,N/A,4902425495149,Shin SD Sangokuden Bujin Kira Hagane,01/01/1996,¥1080
MG MSZ-006 Zeta Gundam ,Master Grade,1/100,Universal Century,4902425526737,Mobile Suit Zeta Gundam,04/01/1996,¥3240
Saiga Gundam ,Super Deformed,No Scale,N/A,4902425526768,Shin SD Sangokuden Bujin Kira Hagane,04/01/1996,¥540
Hyaku Resshou Gundam ,Super Deformed,No Scale,N/A,4902425526775,Shin SD Sangokuden Bujin Kira Hagane,4/1/1996,¥540
Juuha Gundam ,Super Deformed,No Scale,N/A,4902425526782,Shin SD Sangokuden Bujin Kira Hagane,03/01/1996,¥540
MG RX-78-3 G-3 Gundam ,Master Grade,1/100,Universal Century,4902425529691,Mobile Suit Gundam,04/01/1996,¥2700
Gundam Yami Gensui ,Super Deformed,No Scale,N/A,4902425532776,Shin SD Sangokuden Bujin Kira Hagane,05/01/1996,¥540
MG MS-06R-1 Zaku II (Shin Matsunaga Custom) ,Master Grade,1/100,Universal Century,4902425532820,Mobile Suit Gundam,07/01/1996,¥3024
Bui-oh Daishogun ,Super Deformed,No Scale,N/A,4902425532837,Shin SD Sangokuden Bujin Kira Hagane,06/01/1996,¥2160
OZ-00MS2 Tallgeese II  ,No Grade,1/144,After Colony,4902425534411,New Mobile Report Gundam Wing,04/01/1996,¥540
MG MS-06R-2 Zaku II (Johnny Ridden Custom) ,Master Grade,1/100,Universal Century,4902425536057,Mobile Suit Gundam,07/01/1996,¥3024
Gundam Kouen-oh ,Super Deformed,No Scale,N/A,4902425542898,Shin SD Sangokuden Bujin Kira Hagane,07/01/1996,¥1620
Musha Tallgeese ,Super Deformed,No Scale,N/A,4902425542928,Shin SD Sangokuden Bujin Kira Hagane,08/01/1996,¥540
Daisenki Gundam ,Super Deformed,No Scale,N/A,4902425550244,Shin SD Sangokuden Bujin Kira Hagane,12/1/1996,¥540
RX-78-2 Gundam (Crystal Ver.)  ,Master Grade,1/100,Universal Century,4902425551470,Mobile Suit Gundam,10/1/1996,¥3024
MS-06F/J Zaku II (Crystal Ver.)  ,Master Grade,1/100,Universal Century,4902425551487,Mobile Suit Gundam,10/1/1996,¥3024
MS-06S Zaku II (Crystal Ver.)  ,Master Grade,1/100,Universal Century,4902425551616,Mobile Suit Gundam,10/1/1996,¥3024
MG MS-14S Char's Gelgoog ,Master Grade,1/100,Universal Century,4902425551647,Mobile Suit Gundam,12/1/1996,¥3240
Gekiryuha Gundam ,Super Deformed,No Scale,N/A,4902425551654,Shin SD Sangokuden Bujin Kira Hagane,12/1/1996,¥540
Musha Greatmaru ,Super Deformed,No Scale,N/A,4902425558516,Cho SD Sengokuden Tōha Daishogun,01/01/1997,¥540
Tekki Musha Master Zeta ,Super Deformed,No Scale,N/A,4902425562896,Cho SD Sengokuden Tōha Daishogun,02/01/1997,¥540
Gouken Gundam ,Super Deformed,No Scale,N/A,4902425562902,Cho SD Sengokuden Tōha Daishogun,03/01/1997,¥1080
MG MS-14B/C Gelgoog Cannon (Johnny Ridden Custom) ,Master Grade,1/100,Universal Century,4902425563183,Mobile Suit Gundam,03/01/1997,¥3240
Retsuryu Gundam ,Super Deformed,No Scale,N/A,4902425571324,Cho SD Sengokuden Tōha Daishogun,05/01/1997,¥540
Tekki Sho Hizen ,Super Deformed,No Scale,N/A,4902425571386,Cho SD Sengokuden Tōha Daishogun,04/01/1997,¥540
Bakuen Gundam ,Super Deformed,No Scale,N/A,4902425572857,Cho SD Sengokuden Tōha Daishogun,06/01/1997,¥540
MG RX-78 GP01 GUNDAM GP01 ZEPHYRANTHES ,Master Grade,1/100,Universal Century,4902425579191,Mobile Suit Gundam 0083: Stardust Memory,08/01/1997,¥2700
Reppu Gundam ,Super Deformed,No Scale,N/A,4902425579207,Cho SD Sengokuden Tōha Daishogun,08/01/1997,¥540
Tenkai Bushosenjinmaru ,Super Deformed,No Scale,N/A,4902425579214,Cho SD Sengokuden Tōha Daishogun,07/01/1997,¥1080
Majin Gundam ,Super Deformed,No Scale,N/A,4902425589459,Cho SD Sengokuden Tōha Daishogun,09/01/1997,¥540
Spirit Musha Toujinmaru ,Super Deformed,No Scale,N/A,4902425589527,Cho SD Sengokuden Tōha Daishogun,09/01/1997,¥540
MG MS-14A Gelgoog  ,Master Grade,1/100,Universal Century,4902425592909,Mobile Suit Gundam,09/01/1997,¥3240
Tōha Daishogun ,Super Deformed,No Scale,N/A,4902425594316,Cho SD Sengokuden Tōha Daishogun,10/1/1997,¥2160
MG RX-78 GP01Fb Gundam GP01 Full Vernian ,Master Grade,1/100,Universal Century,4902425597669,Mobile Suit Gundam 0083: Stardust Memory,12/1/1997,¥3240
PG RX-78-2 Gundam ,Perfect Grade,1/60,Universal Century,4902425606255,Mobile Suit Gundam,11/1/1998,¥12960
SD Musya Gundam Zero One ,Super Deformed,No Scale,SD Gundam,4902425607016,SD Sengokuden,01/01/1998,¥540
Gouha Gundam ,Super Deformed,No Scale,N/A,4902425607023,Shin SD Sengokuden Tensei Shichinin Shū,02/01/1998,¥540
Jinbu Gundam ,Super Deformed,No Scale,N/A,4902425607047,Shin SD Sengokuden Tensei Shichinin Shū,04/01/1998,¥540
Bakunetsu Gundam ,Super Deformed,No Scale,N/A,4902425607054,Shin SD Sengokuden Tensei Shichinin Shū,05/01/1998,¥540
Sourai Gundam ,Super Deformed,No Scale,N/A,4902425607061,Shin SD Sengokuden Tensei Shichinin Shū,06/01/1998,¥540
Guren Gundam ,Super Deformed,No Scale,N/A,4902425607092,Shin SD Sengokuden Tensei Shichinin Shū,09/01/1998,¥540
Tensei Daishogun ,Super Deformed,No Scale,N/A,4902425607115,Shin SD Sengokuden Tensei Shichinin Shū,11/1/1998,¥2160
MG RX-78 GP02A Gundam GP02 PHYSALIS ,Master Grade,1/100,Universal Century,4902425612201,Mobile Suit Gundam 0083: Stardust Memory,06/01/1998,¥4320
MG RX-178 Gundam Mk-II A.E.U.G. Color  ,Master Grade,1/100,Universal Century,4902425613642,Mobile Suit Zeta Gundam,08/01/1998,¥3024
MG RX-78-2 Gundam (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425616803,Mobile Suit Gundam,06/01/1998,¥3780
MG RX-178 Gundam Mk-II (Titans Proto Type) ,Master Grade,1/100,Universal Century,4902425700687,Mobile Suit Zeta Gundam,08/01/1998,¥3024
MG MSZ-006 Zeta Gundam (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425700694,Mobile Suit Zeta Gundam,08/01/1998,¥4320
MG RX-78NT1 Gundam NT-1 ,Master Grade,1/100,Universal Century,4902425709499,Mobile Suit Gundam 0080: War in the Pocket,10/1/1999,¥3240
PG Gundam Custom Set 1 ,Perfect Grade,1/60,Universal Century,4902425709598,Mobile Suit Gundam,12/1/1998,¥3240
HGUC YMS-15 Gyan ,High Grade,1/144,Universal Century,4902425709673,Mobile Suit Gundam,07/01/1999,¥864
MG FXA-05D/RX-178 Super Gundam  ,Master Grade,1/100,Universal Century,4902425714202,Mobile Suit Zeta Gundam,01/01/1999,¥4320
MG MSZ-010 ZZ Gundam ,Master Grade,1/100,Universal Century,4902425716909,Mobile Suit Gundam ZZ,12/1/1999,¥4320
MG RGM-79N GM Custom ,Master Grade,1/100,Universal Century,4902425716916,Mobile Suit Gundam 0083: Stardust Memory,12/1/1999,¥3240
HGUC MSM-07 Z'Gok Mass Production Type ,High Grade,1/144,Universal Century,4902425716930,Mobile Suit Gundam,11/1/1999,¥756
MG RGM-79 GM ,Master Grade,1/100,Universal Century,4902425718699,Mobile Suit Gundam,02/01/1999,¥2700
PG MS-06S Char's Zaku II ,Perfect Grade,1/60,Universal Century,4902425718705,Mobile Suit Gundam,07/01/1999,¥12960
MG RX-78 GP01Fb Gundam GP01 Full Vernian (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425718736,Mobile Suit Gundam 0083: Stardust Memory,08/01/1999,¥4320
MG MS-06S Char's Zaku II (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425718743,Mobile Suit Gundam,08/01/1999,¥3780
Gundam GP01Fb (SD)  ,Super Deformed,No Scale,N/A,4902425718774,Mobile Suit Gundam 0083: Stardust Memory,02/01/1999,¥540
Musha Nataku ,Super Deformed,No Scale,N/A,4902425718781,Musha Senki Hikari no Hengen-hen,03/01/1999,¥540
PG MS-06F Zaku II ,Perfect Grade,1/60,Universal Century,4902425723617,Mobile Suit Gundam,03/01/1999,¥12960
Musha Heavyarms ,Super Deformed,No Scale,N/A,4902425725581,Musha Senki Hikari no Hengen-hen,04/01/1999,¥540
Musha Sandrock ,Super Deformed,No Scale,N/A,4902425725598,Musha Senki Hikari no Hengen-hen,05/01/1999,¥540
New Gundam with Fin Fanel (SD)  ,Super Deformed,No Scale,N/A,4902425725604,Mobile Suit Gundam: Char's Counterattack,05/01/1999,¥3240
PG MS-06 Zaku II Custom Set 2  ,Perfect Grade,1/60,Universal Century,4902425725727,Mobile Suit Gundam,07/01/1999,¥3240
MG MS-05B Zaku I  ,Master Grade,1/100,Universal Century,4902425725734,Mobile Suit Gundam,05/01/1999,¥2700
MG MS-06R-1A Zaku II (The Black Tri-Star Custom) ,Master Grade,1/100,Universal Century,4902425725741,Mobile Suit Gundam,06/01/1999,¥3240
MG MS-05B Zaku I (The Black Tri-Star Custom) ,Master Grade,1/100,Alternate Universal Century,4902425725758,Moblie Suit Gundam: Gihren's Ambitions,05/01/1999,¥2700
MG MS-09 Dom ,Master Grade,1/100,Universal Century,4902425725765,Mobile Suit Gundam,06/01/1999,¥4320
PG Gundam Custom Set 2 ,Perfect Grade,1/60,Universal Century,4902425726236,Mobile Suit Gundam,04/01/1999,¥3240
MSN-04 Sazabi (SD)  ,Super Deformed,No Scale,N/A,4902425727806,Mobile Suit Gundam: Char's Counterattack,06/01/1999,¥432
MSN-03 Jagd-Doga (SD)  ,Super Deformed,No Scale,N/A,4902425727813,Mobile Suit Gundam: Char's Counterattack,06/01/1999,¥432
RGZ-91B Re-Gz Custom (SD)  ,Super Deformed,No Scale,N/A,4902425727837,Mobile Suit Gundam: Char's Counterattack,06/01/1999,¥432
Geara Doga Custom (SD)  ,Super Deformed,No Scale,N/A,4902425727844,Mobile Suit Gundam: Char's Counterattack,06/01/1999,¥432
FA-178 Full Armor Gundam Mk-II (SD)  ,Super Deformed,No Scale,N/A,4902425727851,Mobile Suit Zeta Gundam,06/01/1999,¥432
Zaku III Custom (SD)  ,Super Deformed,No Scale,N/A,4902425727868,Mobile Suit Gundam ZZ,06/01/1999,¥432
MS-14B J-Ridden's Gelgoog (SD)  ,Super Deformed,No Scale,N/A,4902425727875,Mobile Suit Gundam,06/01/1999,¥432
Zeong (Last Ver.) (SD)  ,Super Deformed,No Scale,N/A,4902425727882,Mobile Suit Gundam,06/01/1999,¥432
NRX-055-1 Gates Bound Doc (SD)  ,Super Deformed,No Scale,N/A,4902425727899,Mobile Suit Zeta Gundam,06/01/1999,¥432
MSZ-010 ZZ-Gundam FXA-08R Mega-Rider (SD)  ,Super Deformed,No Scale,N/A,4902425727905,Mobile Suit Gundam ZZ,06/01/1999,¥432
PF-78-1Perfect Gundam (SD)  ,Super Deformed,No Scale,N/A,4902425727912,Mobile Suit Gundam,06/01/1999,¥432
MSZ-006A1 Z-Plus A1 Type (SD)  ,Super Deformed,No Scale,N/A,4902425727929,Gundam Sentinel,06/01/1999,¥432
MSA-0011 S-Gundam FXA-08GB[Bst] Core Booster (SD)  ,Super Deformed,No Scale,N/A,4902425727936,Gundam Sentinel,06/01/1999,¥432
RX-77 Guncannon (SD)  ,Super Deformed,No Scale,N/A,4902425727943,Mobile Suit Gundam,06/01/1999,¥432
MS-06F/J Zaku II (SD)  ,Super Deformed,No Scale,N/A,4902425727950,Mobile Suit Gundam,06/01/1999,¥432
RGM-79N GM Custom (SD)  ,Super Deformed,No Scale,N/A,4902425727967,Mobile Suit Gundam 0083: Stardust Memory,06/01/1999,¥432
MS-18E Kampfer (SD)  ,Super Deformed,No Scale,N/A,4902425727974,Mobile Suit Gundam 0080: War in the Pocket,06/01/1999,¥432
HGUC RX-77-2 Gun Cannon ,High Grade,1/144,Universal Century,4902425729183,Mobile Suit Gundam,05/01/1999,¥864
Zeta Gundam (SD)  ,Super Deformed,No Scale,N/A,4902425729190,Mobile Suit Zeta Gundam,06/01/1999,¥432
Musha Deathscythe ,Super Deformed,No Scale,N/A,4902425733258,Musha Senki Hikari no Hengen-hen,07/01/1999,¥540
HGUC AMX-004 Qubeley ,High Grade,1/144,Universal Century,4902425733265,Mobile Suit Zeta Gundam,09/01/1999,¥1620
HGUC AMX-011 Zaku III Custom ,High Grade,1/144,Universal Century,4902425733296,Mobile Suit Gundam ZZ,08/01/1999,¥1620
RX-78-2 Gundam with G Armor (SD)  ,Super Deformed,No Scale,Universal Century,4902425744261,Mobile Suit Gundam,11/1/1999,¥540
Gundam F91 (SD)  ,Super Deformed,No Scale,Universal Century,4902425744278,Mobile Suit Gundam F91,11/1/1999,¥540
Gundam F90 A/P/V Type (SD)  ,Super Deformed,No Scale,Universal Century,4902425744285,Mobile Suit Gundam F90,11/1/1999,¥540
V Gundam (SD)  ,Super Deformed,No Scale,Universal Century,4902425744292,Mobile Suit Victory Gundam,11/1/1999,¥540
LM314V21 V2 Gundam (SD)  ,Super Deformed,No Scale,Universal Century,4902425744308,Mobile Suit Victory Gundam,11/1/1999,¥864
GF13-017NJ Shining Gundam (SD)  ,Super Deformed,No Scale,Future Century,4902425744315,Mobile Fighter G Gundam,11/1/1999,¥540
GF13-011NC Dragon Gundam (Dragon Claw Mode) ,Super Deformed,No Scale,Future Century,4902425744322,Mobile Fighter G Gundam,11/1/1999,¥540
GF13-006NA Gundam Maxter (Fighting Knuckle Mode) ,Super Deformed,No Scale,Future Century,4902425744339,Mobile Fighter G Gundam,11/1/1999,¥540
GF13-017NJ II G-Gundam (SD)  ,Super Deformed,No Scale,Future Century,4902425744346,Mobile Fighter G Gundam,11/1/1999,¥540
First Gundam Daishogun ,Super Deformed,No Scale,Super Deformed,4902425744353,Musha Senki Hikari no Hengen-hen,10/1/1999,¥1080
SD RX-78-2 Gundam ,Super Deformed,No Scale,Universal Century,4902425744360,Mobile Suit Gundam,11/1/1999,¥540
HGUC MSN-00100 Hyaku Shiki ,High Grade,1/144,Universal Century,4902425744384,Mobile Suit Zeta Gundam,10/1/1999,¥1620
MG MS-09R Rick Dom ,Master Grade,1/100,Universal Century,4902425744407,Mobile Suit Gundam,10/1/1999,¥4320
MG RX-78 GP02A GUNDAM GP02 PHYSALIS (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425748979,Mobile Suit Gundam 0083: Stardust Memory,12/1/1999,¥6480
MG MS-06F/J Zaku II (Coating Ver.) ,Master Grade,1/100,Universal Century,4902425748986,Mobile Suit Gundam,12/1/1999,¥3780
HGUC RX-75 Gun Tank ,High Grade,1/144,Universal Century,4902425754864,Mobile Suit Gundam,01/01/2000,¥864
Musha Turn A Gundam ,Super Deformed,No Scale,N/A,4902425754871,SD Gundam Musha Generation,01/01/2000,¥540
Gundam GP02A (SD)  ,Super Deformed,No Scale,N/A,4902425754888,Mobile Suit Gundam 0083: Stardust Memory,01/01/2000,¥864
HGUC MSM-03 Gogg ,High Grade,1/144,Universal Century,4902425755731,Mobile Suit Gundam,03/01/2000,¥864
Musha Master Gundam ,Super Deformed,No Scale,N/A,4902425756684,SD Gundam Musha Generation,03/01/2000,¥540
W-Gundam Zero Custom (SD)  ,Super Deformed,No Scale,N/A,4902425756691,New Mobile Report Gundam Wing: Endless Waltz,02/01/2000,¥540
GX-9900 Gundam X ,Super Deformed,No Scale,After War,4902425756707,After War Gundam X,02/01/2000,¥432
MSM-07S Z'Gok (SD)  ,Super Deformed,No Scale,Universal Century,4902425756714,Mobile Suit Gundam,02/01/2000,¥432
OZX-GU01A Gundam Geminass 01 ,Super Deformed,No Scale,After Colony,4902425756721,New Mobile Report Gundam Wing Dual Story: G-Unit,02/01/2000,¥432
0RX-012 Gundam Mk-IV (SD)  ,Super Deformed,No Scale,Super Deformed,4902425756738,SD Gundam G Generation,02/01/2000,¥432
Gouf Custom (SD)  ,Super Deformed,No Scale,N/A,4902425756745,Mobile Suit Gundam: The 08th MS Team,02/01/2000,¥432
Wing Gundam (SD)  ,Super Deformed,No Scale,After Colony,4902425756752,New Mobile Report Gundam Wing,03/01/2000,¥540
Shenlong Gundam (SD)  ,Super Deformed,No Scale,After Colony,4902425756769,New Mobile Report Gundam Wing,03/01/2000,¥432
Gundam Heavy Arms (SD)  ,Super Deformed,No Scale,After Colony,4902425756776,New Mobile Report Gundam Wing,03/01/2000,¥432
Gundam Sandrock (SD)  ,Super Deformed,No Scale,After Colony,4902425756783,New Mobile Report Gundam Wing,03/01/2000,¥432
Gundam Death Scythe (SD)  ,Super Deformed,No Scale,After Colony,4902425756790,New Mobile Report Gundam Wing,03/01/2000,¥432
PG MSZ-006 Zeta Gundam ,Perfect Grade,1/60,Universal Century,4902425756806,Mobile Suit Zeta Gundam,03/01/2000,¥21600
HGUC MS-07B Gouf ,High Grade,1/144,Universal Century,4902425758947,Mobile Suit Gundam,04/01/2000,¥864
Musha Blue Gundam ,Super Deformed,No Scale,SD Gundam,4902425758954,SD Gundam Musha Generation,04/01/2000,¥540
SD Musha Garbera Gundam ,Super Deformed,No Scale,SD Gundam,4902425761534,SD Sengokuden,05/01/2000,¥540
Wing Gundam Zero (SD)  ,Super Deformed,No Scale,After Colony,4902425761541,New Mobile Report Gundam Wing,04/01/2000,¥540
MS-09 Dom (SD)  ,Super Deformed,No Scale,Universal Century,4902425761558,Mobile Suit Gundam,04/01/2000,¥432
Gundam Ez8 (SD)  ,Super Deformed,No Scale,Universal Century,4902425761565,Mobile Suit Gundam: The 08th MS Team,04/01/2000,¥432
Turn A Gundam (SD)  ,Super Deformed,No Scale,Correct Century,4902425761572,Turn A Gundam,04/01/2000,¥432
HGUC RMS-099 Rick Dias ,High Grade,1/144,Universal Century,4902425763699,Mobile Suit Zeta Gundam,06/01/2000,¥1296
HGUC AMX-004-2 Qubeley Mk-II ,High Grade,1/144,Universal Century,4902425763705,Mobile Suit Gundam ZZ,06/01/2000,¥1620
MG RX-79(G) Gundam Ground Type ,Master Grade,1/100,Universal Century,4902425763712,Mobile Suit Gundam: The 08th MS Team,05/01/2000,¥3240
MG RX-78-2 Gundam (Ver.1.5) ,Master Grade,1/100,Universal Century,4902425763729,Mobile Suit Gundam,06/01/2000,¥3240
Gundam GP03D (SD)  ,Super Deformed,No Scale,N/A,4902425763736,Mobile Suit Gundam 0083: Stardust Memory,06/01/2000,¥1080
MSM-07 Z'Gok (SD)  ,Super Deformed,No Scale,N/A,4902425763743,Mobile Suit Gundam,06/01/2000,¥432
HGUC RMS-106 Hi-Zack  ,High Grade,1/144,Universal Century,4902425770710,Mobile Suit Zeta Gundam,07/01/2000,¥1080
MG MSN-04 Sazabi  ,Master Grade,1/100,Universal Century,4902425770727,Mobile Suit Gundam: Char's Counterattack,07/01/2000,¥8640
Musha Gundam Mk-IV ,Super Deformed,No Scale,SD Gundam,4902425770734,SD Gundam Musha Generation,07/01/2000,¥540
Gundam Double X (SD)  ,Super Deformed,No Scale,After War,4902425770741,After War Gundam X,07/01/2000,¥432
Gundam Leopard (SD)  ,Super Deformed,No Scale,After War,4902425770758,After War Gundam X,07/01/2000,¥432
Gundam Air Master (SD)  ,Super Deformed,No Scale,After War,4902425770765,After War Gundam X,07/01/2000,¥432
Gundam Epyon (SD)  ,Super Deformed,No Scale,After Colony,4902425770772,New Mobile Report Gundam Wing,07/01/2000,¥432
XXXG-01W Wing Gundam (With Figure) ,No Grade,1/144,After Colony,4902425771496,New Mobile Report Gundam Wing,07/01/2000,¥648
XXXG-00W0 Wing Gundam Zero (With Figure) ,No Grade,1/144,After Colony,4902425771502,New Mobile Report Gundam Wing,07/01/2000,¥864
XXXG-01D Gundam Deathscythe (With Figure) ,No Grade,1/144,After Colony,4902425771519,New Mobile Report Gundam Wing,07/01/2000,¥648
Deathscythe Hell ,No Grade,1/144,After Colony,4902425771526,New Mobile Report Gundam Wing,07/01/2000,¥864
XXXG-01S Shenlong Gundam (With Figure) ,No Grade,1/144,After Colony,4902425771533,New Mobile Report Gundam Wing,07/01/2000,¥648
Altron Gundam ,No Grade,1/144,After Colony,4902425771540,New Mobile Report Gundam Wing,07/01/2000,¥864
XXXG-01H Gundam Heavy Arms (With Figure) ,No Grade,1/144,After Colony,4902425771557,New Mobile Report Gundam Wing,07/01/2000,¥648
XXXG-01SR Gundam Sandrock (With Figure) ,No Grade,1/144,After Colony,4902425771564,New Mobile Report Gundam Wing,07/01/2000,¥648
Tallgeese ,No Grade,1/144,After Colony,4902425771571,New Mobile Report Gundam Wing,07/01/2000,¥648
Tallgeese 2 ,No Grade,1/144,After Colony,4902425771588,New Mobile Report Gundam Wing,07/01/2000,¥648
OZ-13MS Gundam Epyon (With Figure) ,No Grade,1/144,After Colony,4902425771595,New Mobile Report Gundam Wing,07/01/2000,¥648
Vayeate ,No Grade,1/144,After Colony,4902425771601,New Mobile Report Gundam Wing,07/01/2000,¥648
Mercurius ,No Grade,1/144,After Colony,4902425771618,New Mobile Report Gundam Wing,07/01/2000,¥648
HGUC RX-78 GP01 Gundam GP01 ZEPHYRANTHES ,High Grade,1/144,Universal Century,4902425771656,Mobile Suit Gundam 0083: Stardust Memory,08/01/2000,¥1296
HGUC AMX-011 Zaku III ,High Grade,1/144,Universal Century,4902425771663,Mobile Suit Gundam ZZ,09/01/2000,¥1620
MG FA-010S Full Armor ZZ Gundam ,Master Grade,1/100,Universal Century,4902425771670,Mobile Suit Gundam ZZ,08/01/2000,¥6480
MG MS-05B Zaku I (Ramba Ral Custom) ,Master Grade,1/100,Alternate Universal Century,4902425771687,Moblie Suit Gundam: Gihren's Ambitions,9/1/2000,¥2700
New Gundam (HWS Ver.) (SD)  ,Super Deformed,No Scale,Universal Century,4902425771694,Mobile Suit Gundam: Char's Counterattack,08/01/2000,¥540
Tallgeese (SD)  ,Super Deformed,No Scale,N/A,4902425771700,New Mobile Report Gundam Wing,08/01/2000,¥432
Hyaku Shiki (SD)  ,Super Deformed,No Scale,N/A,4902425771717,Mobile Suit Zeta Gundam,08/01/2000,¥432
Char's Ms Collection (SD)  ,Super Deformed,No Scale,N/A,4902425771724,Mobile Suit Gundam,08/01/2000,¥2160
HGUC AMX-107 Bawoo ,High Grade,1/144,Universal Century,4902425776262,Mobile Suit Gundam ZZ,09/01/2000,¥1296
ZZ Gundam (SD)  ,Super Deformed,No Scale,N/A,4902425776286,Mobile Suit Gundam ZZ,10/1/2000,¥864
Gundam Aquarius (SD)  ,Super Deformed,No Scale,N/A,4902425776293,SD Gundam G Generation,10/1/2000,¥432
Gundam GP04 (SD)  ,Super Deformed,No Scale,N/A,4902425776309,Mobile Suit Gundam 0083: Stardust Memory,10/1/2000,¥432
Gundam Blue Destiny 3 (SD)  ,Super Deformed,No Scale,N/A,4902425776316,Mobile Suit Gundam Gaiden,10/1/2000,¥432
Quin-Mantha (SD)  ,Super Deformed,No Scale,N/A,4902425776323,Mobile Suit Gundam ZZ,10/1/2000,¥432
MG MS-07B Gouf ,Master Grade,1/100,Universal Century,4902425776330,Mobile Suit Gundam,10/1/2000,¥3024
MG RX-79(G) Gundam Ez8 ,Master Grade,1/100,Universal Century,4902425776347,Mobile Suit Gundam: The 08th MS Team,10/1/2000,¥3240
HGUC MS-14F Gelgoog Marine ,High Grade,1/144,Universal Century,4902425776354,Mobile Suit Gundam 0083: Stardust Memory,10/1/2000,¥1296
Kihei Densetsu Knight Gundam ,Super Deformed,No Scale,SD Gundam,4902425776538,SD Gundam Eiyusen,09/01/2000,¥432
Kihei Densetsu Seiryu Knight Z Gundam ,Super Deformed,No Scale,SD Gundam,4902425776545,SD Gundam Eiyusen,09/01/2000,¥432
Gouf (SD)  ,Super Deformed,No Scale,Universal Century,4902425776552,Mobile Suit Gundam,11/1/2000,¥432
HGUC Gouf (Blue Metallic Spec) ,High Grade,1/144,Universal Century,4902425776583,Mobile Suit Gundam,09/01/2000,¥1404
PG W-Gundam Zero Custom ,Perfect Grade,1/60,After Colony,4902425776590,New Mobile Report Gundam Wing: Endless Waltz,11/1/2000,¥16200
HGUC Quebeley (Red Metallic Spec) ,High Grade,1/144,Universal Century,4902425778396,Mobile Suit Gundam,09/01/2000,¥2700
HGUC Quebeley (Blue Metallic Spec) ,High Grade,1/144,Universal Century,4902425778402,Mobile Suit Gundam,09/01/2000,¥2700
HGUC Quebeley (White Pearl Spec) ,High Grade,1/144,Universal Century,4902425780887,Mobile Suit Gundam,09/01/2000,¥2700
HGUC MS-09F Dom Tropen ,High Grade,1/144,Universal Century,4902425782096,Mobile Suit Gundam 0083: Stardust Memory,11/1/2000,¥1620
Kihei Densetsu Musha Gundam ,Super Deformed,No Scale,SD Gundam,4902425782102,SD Gundam Eiyusen,11/1/2000,¥432
Maganac (SD)  ,Super Deformed,No Scale,After Colony,4902425782119,New Mobile Report Gundam Wing,12/1/2000,¥432
MG RX-93 Nu Gundam ,Master Grade,1/144,Universal Century,4902425782126,Mobile Suit Gundam: Char's Counterattack,12/1/2000,¥5400
